Augustus Chapman Allen
Stephen F. Austin
John Neely Bryan
Moses Austin Bryan
David G. Burnet
Prince Carl of Solms-Braunfels
Henri Castro
Miriam A. Ferguson
Allen Fletcher 
Charles R. Floyd
Dan Flynn 
Marshall Formby
James Frank
John Frullo
Pete Gallego
Buddy Garcia
Julio A. Garcia
John Nance Garner
Tony Garza
Kenn George
Charlie Geren
Pete Geren
Craig Goldman
Alberto Gonzales
Henry B. Gonzalez
Austan Goolsbee
Tony Goolsby
Blake Gottesman
Phil Gramm
Rick Green 
Tom Greenwell
Jesse Edward Grinstead
Henry Grover
Kent Grusendorf
Joe A. Guerra
Lena Guerrero
Rick Hardcastle
Patricia Harless
Linda Harper-Brown
"O.H. ""Ike"" Harris"
Will Ford Hartnett
Tom Hayden 
Grady Hazlewood
Joseph P. Heflin
Talmadge L. Heflin
Glenn Hegar
Jeb Hensarling
Dick Hervey
Harvey Hilderbran
Chuck Hopson
Jim Hogg
Dan Huberty
Joan Huffman
Bryan Hughes 
Swanee Hunt
Robert Dean Hunter
Todd Ames Hunter
Thad Hutcheson
Ray Hutchison
Kay Bailey Hutchison
Frank N. Ikard
Jason Isaac
Alphonso Jackson
Wallace B. Jefferson
Elizabeth Ames Jones
Jesse H. Jones
Barbara Jordan
Rudy Juedeman
Kyle Kacal
David S. Kaufman
Bill Keffer
Jim Keffer
Isaac Herbert Kempner
Ken King
Susan King 
Ron Kirk
Tim Kleinschmidt
Lois Kolkhorst
Matt Krause
Cyndi Taylor Krier
Bob Krueger
Mike Krusee
Dan Kubiak
L. B. Kubiak
Edmund Kuempel
John Kuempel
Brooks Landgraf
Jim Landtroop
Jodie Anne Laubenberg
Oscar M. Laurel
Barbara Lee
John N. Leedom
Debra Lehrmann
Tryon D. Lewis
J. M. Lozano
Lanham Lyne
George H. Mahon
Mercurio Martinez
Charles Matthews 
Jim Mattox
Maury Maverick
Glen Maxey
Gary D. McCaleb
Bob McFarland
Don McLeroy
Nathan Macias
Debra Medina
William C. Meier
Walter Mengden
Doug Miller 
Rick Miller 
Hilmar Moore
William T. Moore 
Geanie Morrison
Azie Taylor Morton
Steve Munisteri
Jim Murphy 
Joe Nixon
James E. Nugent
W. Lee O'Daniel
Dora Olivo
Rob Orr 
John Otto 
Bill Owens 
Hugh Parmer
Dan Patrick 
Diane Patrick 
Jerry E. Patterson
Thomas Pauken
George Peddy
Randy Pendleton
Charles Perry 
Rick Perry
Larry Phillips 
Thomas R. Phillips
David J. Porter
Bob Price 
Four Price
Graham B. Purcell
Jack Rains
John N. Raney
Bennett Ratliff
Bill Ratliff
Richard Raymond 
Sam Rayburn
William Whitaker Reed
Jim Reese 
Ann Richards
Cecile Richards
Allan Ritter
Roy R. Rubottom
Paul Sadler
Ezequiel D. Salinas
Scott Sanford
Mario Santos
Tom Schieffer
Alan Schoolcraft
Pete Sessions
Sonal Shah 
John Sharp 
Gwyn Shea
Kenneth Sheets
J. D. Sheffield
Ralph Sheffield
Mark M. Shelton
John Ben Shepperd
Max Sherman
John Shields 
E L Short
David Sibley 
Bill Siebert
Ron Simmons 
Ryan Sitton
Preston Smith 
Steven Wayne Smith
Wayne Smith 
John T. Smithee
Barry Smitherman
Clay Smothers
"W. E. ""Pete"" Snelson"
Burt Solomons
Margaret Spellings
James C. Spencer
Drew Springer
Lonnie Stabler
Barbara Staff
Sylvia Stanfield
Robert Stanton 
Todd Staples
Ken Starr
William Steger
Phil Stephenson 
Jonathan Stickland
Steve Stockman
George Strake
Robert Schwarz Strauss
Dwayne Stovall
Carole Strayhorn
Raymond Strother
Michael Quinn Sullivan
Robert Talton
Buddy Temple
Ed Thompson 
Ernest O. Thompson
Tano Tijerina
Raul Torres 
Steve Toth
John G. Tower
Vidal M. Trevino
Morris W. Turner
Lupe Valdez
Corbin Van Arsdale
Jason Villalba
Catalina Vasquez Villalpando
Dale Wainwright
Richard A. Waterfield
Craig Watkins
Gary Watkins
Reed N. Weisiger
Buddy West
John P. Wheeler III
Michael L. Williams
Roger Williams 
Barry Williamson
Ric Williamson
Phil Wilson 
Will Wilson
Paul D. Workman
John Lee Wortham
Clymer Wright
James C. Wright
Judith Zaffirini
Bill Zedler
George H. W. Bush
George W. Bush
Dwight D. Eisenhower
Lyndon B. Johnson
Cornelia Adair
Jessie Daniel Ames
Minnie Lou Bradley
Laura Bush
Ruthe B. Cowl
Minnie Fisher Cunningham
May Dickson Exall
Gloria Feldt
Margaret Formby
Mel and Norma Gabler
Mariette Rheiner Garner
Melinda Gates
Edna Gladney
Nellie Gray 
Ima Hogg
Betty Holekamp
Helen LaKelly Hunt
Lady Bird Johnson
Wendy Kopp
Maura McNiel
Ruth Carter Stevenson
Virginia Whitehill
Joshua Allen
Lauren Anderson 
Corky Ballas
Mark Ballas
Candy Barr
Cyd Charisse
Bebe Daniels
Summer Glau
Chachi Gonzales
Solange Knowles
Ann Miller
Annette O'Toole
Ginger Rogers
Ross Sisters
Kelly Rowland
Ben Stevenson
Patsy Swayze
Lisa Baker
Candy Barr
Brooke Burns
Lois Chiles
Chloe Dao
Hope Dworaczyk
Kelly Emberg
Tom Ford
Michelle Galdenzi
Natasha Galkina
Jerry Hall
Angie Harmon
Julie Haus
Kimberly Holland
Daina House
Elisa Jimenez
Sandy Johnson
Pilar Lastra
Irlene Mandrell
Ali Michael
Kiko Mizuhara
Chandra North
Suzy Parker
Joan Severance
Lori Singer
Anna Nicole Smith
Kim Smith 
Tila Tequila
Paola Turbay
Ann Ward
F. Murray Abraham
Candice Accola
Amy Acker
Jensen Ackles
Sunrise Adams
Norman Alden
Kevin Alejandro
Richard Alexander 
Debbie Allen
Joshua Allen
Krista Allen
Marshall Allman
John A. Alonzo
René Alvarado
Audrey Marie Anderson
Wes Anderson
Dana Andrews
Andrew Arbuckle 
Macklyn Arbuckle
Michael Arden
Melissa Archer
Kelly Asbury
Karan Ashley
Frank Ashmore
Tex Avery
Lorri Bagley
G. W. Bailey
Joe Don Baker
Kathy Baker
Paul Baker 
Greg Baldwin
Taylor Ball
Reginald Ballard
Bob Banner
Matt Barr
Barbara Barrie
Skye McCole Bartusiak
Texas Battle
Jim Beaver
Madge Bellamy
Crystal Bernard
Angela Bettis
Nicole Bilderback
Francelia Billington
Gil Birmingham
Dustin Lance Black
Alexis Bledel
Dan Blocker
Joan Blondell
Don Bluth
Larry Blyden
John Boles 
Matthew Bomer
Powers Boothe
Jesse Borrego
Michael Bowen 
Rob Bowman 
Lombardo Boyar
Richard Bradford 
Abby Brammell
Eve Brent
Mary Brian
Tammie Brown
Larry Buchanan
Samantha Buck
Betty Buckley
Norman Buckley
Carol Burnett
Brooke Burns
Marilyn Burns
Wendell Burton
Gary Busey
Bill Camfield
Kate Capshaw
Gina Carano
Edwin Carewe
Thomas Carter 
Allen Case
Don Castle
Darlene Cates
Duane Lee Chapman
Leland Chapman
Cyd Charisse
Ricardo Chavira
Lois Chiles
Cindy Chiu
Thomas Haden Church
Victoria Clark
Taylor Cole
Dabney Coleman
Jessica Collins 
Lynn Collins
Marcus Collins 
Shanna Collins
Merrill Connally
Kevin Cooney
Chris Cooper 
Barry Corbin
Alex Cord
Allen Coulter
Chace Crawford
Joan Crawford
Catherine Crier
Kathryn Crosby
Brett Cullen
Erin Cummings
Bonnie Curtis
Bebe Daniels
Linda Darnell
Jim Dauterive
Madison Davenport
Eddie Dean 
Lezlie Deane
Marjorie Deanne
Alana de la Garza
Bob Denver
Elizabeth De Razzo
Kaitlyn Dever
Loretta Devine
Dorothy Devore
Jenna Dewan
Elliott Dexter
Shae D'Lyn
Frank Q. Dobbs
Chris Donahue
Colby Donaldson
Michael Dorn
Haylie Duff
Hilary Duff
Karen Dufilho-Rosen
Josh Duhon
Sandy Duncan
Kenton Duty
Shelley Duvall
George Eads
Greg Edmonson
Shannon Elizabeth
Chris Ellis 
Ron Ely
Molly Erdman
Bill Erwin
Dale Evans
Morgan Fairchild
Parisa Fakhri
Amy Farrington
Farrah Fawcett
Katie Featherston
Jay R. Ferguson
Rosita Fernandez
Tyra Ferrell
Margaret Field
Miles Fisher
Sean Patrick Flanery
Horton Foote
Michelle Forbes
Tom Forman 
Steve Forrest 
Robert Foxworth
Jamie Foxx
James Frawley
Al Freeman
Robert Fuller 
Chris Furrh
Jennifer Garner
Joy Garrett
Greer Garson
Nancy Gates
Lynda Day George
Richard Gilliland
Peri Gilpin
Michael Gladis
Lesli Linka Glatter
Summer Glau
Dale Godboldo
Renee Elise Goldsberry
Mike Gomez
Selena Gomez
Pedro Gonzalez-Gonzalez
Jill Goodacre
Brea Grant
Teresa Graves
David Gordon Green
Nan Grey
Corinne Griffith
Kristin Griffith
Texas Guinan
Anne Gwynne
Tommy Habeeb
Sara Haden
Reed Hadley
Sarah Hagan
Emily Hagins
Larry Hagman
Monte Hale
Jackie Earle Haley
Bug Hall
Irma P. Hall
James Hall 
Jerry Hall
Hope Hampton
John Lee Hancock
Melora Hardin
Ann Harding
Catherine Hardwicke
Mark Harelik
Angie Harmon
James N. Harrell
Woody Harrelson
Laura Harring
Fran Harris
Harriet Sansom Harris
Chris Harrison
James V. Hart
Lisa Hartman Black
Ethan Hawke
John Hawkes 
Brad Hawkins
Jerry Haynes
Ted Healy
Amber Heard
Katherine Helmond
Sherman Hemsley
Logan Henderson
"Bill ""Tex"" Henson"
Stephen Herek
Jennifer Love Hewitt
Tamara Hext
John Benjamin Hickey
John Hillerman
Jordan Hinson
Hoang v. Amazon.com
Gregory Hoblit
Tommy Hollis
Tobe Hooper
William Hootkins
Lee Horsley
Larry Hovis
Susan Howard
Gayle Hunnicutt
Martha Hyer
Judith Ivey
John M. Jackson
Dorothy Janis
Annalee Jefferies
Chane't Johnson
Sandy Johnson
Joe Johnston
Nick Jonas
Alex Jones 
Angus T. Jones
Ashley Jones
Carolyn Jones
Dick Jones 
Jill Marie Jones
L.Q. Jones
Margo Jones
Mickey Jones
Preston Jones 
Preston Jones 
Tommy Lee Jones
Glenn Jordan
Mike Judge
Joseph Kahn
Christian Kane
Lyle Kanouse
Jon Keeyes
Allison Keith
Evelyn Keyes
Callie Khouri
Guy Kibbee
Charles King 
Berry Kroeger
Eric Ladin
Christine Lakin
Paul Lambert 
Brooke Langton
Louise Latham
Jody Lawrance
Sheryl Leach
Katie Leclerc
Ruta Lee
Brad Leland
Linda Leonard
Liana Liberato
Richard Linklater
Cody Linley
Lucien Littlefield
Tembi Locke
Jacqueline Logan
Joshua Logan
Eva Longoria
Trini Lopez
Demi Lovato
Bessie Love
Deirdre Lovejoy
Allen Ludden
Baruch Lumet
Donald MacDonald 
Peter MacNicol
Martha Madison
Terrence Malick
Irlene Mandrell
Stephanie March
Amelia Marshall
Mary Martin
Steve Martin
Margo Martindale
Peter Masterson
Kimberly Matula
Tim McCanlies
Matthew McConaughey
Carolyn McCormick
Jake McDorman
George McFarland
Bruce McGill
Jay McGraw
Benjamin McKenzie
Alex McLeod
Terrence McNally
William McNamara
Leighton Meester
Liz Mikel
Ann Miller
Billy Miller 
Carl Miller 
Logan Miller
Valarie Rae Miller
Don Mischer
Elizabeth Mitchell
Tom Mix
Roger Mobley
Belita Moreno
Allen R. Morris
Glenn Morshower
Michael Muhney
Mitchel Musso
Megan Mylan
Jack Nance
Edwin Neal
Tracey Needham
Pola Negri
Austin Nichols
Derek Lee Nixon
James Noble 
Timothy Nolen
Chuck Norris
Renee O'Connor
Ty O'Neal
Lupe Ontiveros
Annette O'Toole
Lee Pace
Jared Padalecki
Greg Pak
Kay Panabaker
Suzy Parker
Taylor Parks
Hunter Parrish
Jim Parsons
Paul A. Partain
Bill Paxton
Evelyn Peirce
Eagle Pennell
Valerie Perrine
Lou Perryman
Madison Pettis
Cindy Pickett
Arthur C. Pierce
Mary Kay Place
Jesse Plemons
Joan Prather
Ann Prentiss
Paula Prentiss
Missi Pyle
Dennis Quaid
Randy Quaid
Kevin Rahm
Steve Railsback
Haley Ramm
Ben Rappaport
Phylicia Rashād
Jackson Rathbone
Allene Ray
Debbie Reynolds
Kevin Reynolds 
Patricia Richardson
Shannon Richardson
Noah Ringer
Emilio Rivera
Rudy Robbins
Dallas Roberts
James Roday
Gene Roddenberry
Michelle Rodriguez
Raini Rodriguez
Rico Rodriguez 
Robert Rodriguez
Ginger Rogers
Henry Roquemore
Thomas Rosales
Ross Sisters
Debby Ryan
Irene Ryan
Melissa Rycroft
Mark Salling
Ajai Sanders
Jay O. Sanders
John Phillip Santos
August Schellenberg
Robert Schenkkan
Thomas Schlamme
Julian Schnabel
Maïté Schwartz
Tracy Scoggins
Kimberly Scott
Zachary Scott
Edward Sedgwick
Eileen Sedgwick
Joan Severance
Sarah Shahi
Karen Sharpe
Molly Louise Shepard
Ann Sheridan
Jim Siedow
Lori Singer
Marc Singer
J. Mack Slaughter
Jaclyn Smith
Kim Smith 
Eve Southern
Sissy Spacek
Merrie Spaeth
Aaron Spelling
Georgina Spelvin
Brent Spiner
Andy Stahl
Nick Stahl
Jimmy Starr
Jack Starrett
Jennifer Stone
Matt Stone
Gale Storm
Sherry Stringfield
David Sullivan 
Allison Sumrall
Don Swayze
Patrick Swayze
Clarence Swensen
Francie Swift
Ralph Tabakin
Margaret Tallichet
Sharon Tate
Buck Taylor
Jacqueline Taylor
Regina Taylor
Ron Taylor 
Henry Thomas
Jay Thomas
Tiffany Thornton
Stephen Tobolowsky
Rip Torn
Stacey Travis
Jesús Salvador Treviño
Alan Tudyk
Tommy Tune
Paola Turbay
Janine Turner
Karri Turner
Michael Urie
Brenda Vaccaro
Conrad Vernon
Florence Vidor
King Vidor
Tom Virtue
Elda Vokel
Charlotte Walker 
Helen Wagner
Isaiah Washington
Barry Watson 
Ann Wedgeworth
Peter Weller
Lisa Whelchel
Forest Whitaker
Johnny Whitworth
Guinn Williams 
JoBeth Williams
Van Williams
Noble Willingham
Travis Willingham
Chill Wills
Andrew Wilson 
Chandra Wilson
Dooley Wilson
Luke Wilson
Owen Wilson
Trey Wilson
William D. Wittliff
Morgan Woodward
Doug Wright
Robin Wright 
Jack Wyatt
Natalie Zea
Nora Zehetner
Renée Zellweger
Rodney Carrington
Wyatt Cenac
White Chocolate
Jeff Dunham
Jade Esteban Estrada
Bill Engvall
Jack Handey
Bill Hicks
KevJumba
Steve Martin
Rasika Mathur
Grady Nutt
Alex Reymundo
Iliza Shlesinger
Shuckey Duckey
Ryan Stout
Greg Travis
Paul Varghese
Stephnie Weir
Ron White
Dimebag Darrell Abbott
Jerry Abbott
Vinnie Paul Abbott
Dave Abbruzzese
Jacques Abram
Jay Boy Adams
Yolanda Adams
Samuel Adler 
Pepe Aguilar
Carter Albrecht
Victor Alessandro
"Alger ""Texas"" Alexander"
Dave Alexander 
Terry Allen 
Don Allison
Jerry Allison
Joe Allison
Ruby Allmond
Nancy Ames
Trey Anastasio
Coffey Anderson
Bud Andrews
Clifford Antone
Katie Armiger
Lev Aronson
Gene Austin
James Austin 
Larry Austin
Gene Autry
Pedro Ayala
Harry Babasin
Erykah Badu
Zuill Bailey
Wilfred Bain
Zac Baird
Marcia Ball
Clint Ballard
Smith Ballew
Moe Bandy
Kirko Bangz
Joseph Banowetz
Danny Barnes
Frank Beard 
George Beauchamp
Leila Bela
Archie Bell 
Jesse Belvin
Tex Beneke
Ray Benson
Buster Benton
Taz Bentley
Shelly Berg
David Berman 
Big Moe
Bill Smith Combo
Ryan Bingham
Cedric Bixler-Zavala
Black Ace
Clint Black
Robert Black 
William Black 
Zach Blair
Jules Bledsoe
Julien Paul Blitz
Blues Boy Willie
Zuzu Bollin
Maya Bond
Juke Boy Bonner
Emanuel Borok
Brent Bourgeois
Jane Bowers
Euday L. Bowman
Euel Box
Boxcar Willie
Bill Boyd 
Calvin Boze
Danielle Bradbery
Jeff Bradetich
Bobby Bradford
Doyle Bramhall
Doyle Bramhall II
Donald Braswell II
Zachary Breaux
David Breeden
Leon Breeden
Edie Brickell
Cecil Brower
The 5 Browns
Charles Brown 
"Clarence ""Gatemouth"" Brown"
Lacey Brown
Rex Brown
Cliff Bruner
Anshel Brusilow
Stephen Bruton
Mike Buck
Betty Buckley
Teddy Buckner
Bun B
T-Bone Burnett
Johnny Bush
Bushwick Bill
William Butler 
Win Butler
Ryan Cabrera
Ernie Caceres
Chris Cagle
Kimberly Caldwell
Tevin Campbell
Tony Campise
Laura Canales
Barney Cannon
Hayes Carll
Chris Carmichael 
Vikki Carr
Georgia Carroll
Johnny Carroll
John Carter 
Joyce Castle
Jason Castro 
John Cerminaro
Chamillionaire
Greyson Chance
John Barnes Chance
Bruce Channel
Gary Chapman 
Mark Chesnutt
Chingo Bling
Harry Choates
Charlie Christian
Ciara
Guy Clark
Lakrea Clark
Victoria Clark
Kelly Clarkson
Cynthia Clawson
James Clay 
Sonny Clay
Laura Claycomb
Van Cliburn
Arnett Cobb
Henry Coker
Gary B.B. Coleman
"Jerry ""Bo"" Coleman"
Ornette Coleman
John Ford Coley
Albert Collins
Jim Collins 
Eugene Conley
Barbara Smith Conrad
David Cook 
Nick Cooper
Johnny Copeland
Larry Coryell
Josie Cotton
Cowboy Troy
Pee Wee Crayton
Roger Creager
Seals and Crofts
Christopher Cross
Randy Crouch
Wayne Crouse
Rodney Crowell
Lella Cuberli
Jim Cullum
Jeff Current
Ted Daffan
Pappy Daily
Floyd Dakil
Vernon Dalhart
Ivan Davis
Mac Davis
Ronnie Dawson 
Bobby Day
Eddie Dean 
Jimmy Dean
Bill Dees
Ryan Delahoussaye
Tim DeLaughter
Lindsay Deutsch
Al Dexter
Mike Dillon 
Floyd Dixon
Jessy Dixon
DJ Screw
The D.O.C.
Deryl Dodd
Helen Donath
Kenny Dorham
Dorrough
Amber Dotson
Damita Jo DuBlanc
Sherman H. Dudley
Hilary Duff
Ted Dunbar
Johnny Duncan 
Tommy Duncan
Bob Dunn 
Holly Dunn
Ronnie Dunn
Chauntelle DuPree
Garron DuPree
Sherri DuPree
Stacy DuPree
Weston DuPree
Eddie Durham
Robert Ealey
Steve Earle
Roger Edens
Emily Elbert
Herb Ellis
Terry Ellis
Paul Ellison
Joe Ely
Ralna English
Roky Erickson
Booker Ervin
Dale Evans
Herschel Evans
Terry Fator
Fat Pat 
Wilton Felder
Freddy Fender
Keith Ferguson 
Rosita Fernandez
Ernie Fields
Carl Finch
Charles Finger
Sonny Fisher
Rosie Flores
Carlisle Floyd
Jim Bob Floyd
Blaze Foley
Bruce Ford 
Radney Foster
Kevin Fowler
Curly Fox
Kirk Franklin
Denny Freeman
Eddie Freeman 
Walter Fried
Kinky Friedman
Lefty Frizzell
Steven Fromholz
Bobby Fuller
Marjorie Fulton
Anson Funderburgh
Justin Furstenfeld
Kyle Gann
Red Garland
Travis Garland
Joy Garrett
Henry Garza
Jojo Garza
Ringo Garza
Larry Gatlin
Zelma Watson George
Richard Giangiulio
Billy Gibbons
Mickey Gilley
Don Gillis 
Jimmie Dale Gilmore
Johnny Gimble
John Giordano 
Jimmy Giuffre
Robert Glasper
Jack Glatzer
Darrell Glenn
Lloyd Glenn
Tyree Glenn
Lillian Glinn
David Gockley
Renee Elise Goldsberry
David Golub
Selena Gomez
Allie Gonino
Floyd Graham
Larry Graham
Susan Graham
Donald Grantham
Jennifer Grassman
Dobie Gray
Jerry Gray 
Pat Green
Thurman Green
Art Greenhaw
Nanci Griffith
Larry Groce
Texas Guinan
David Wendel Guion
Guitar Shorty
Woody Guthrie
Billy Guy
Monte Hale
Gene Hall
Stuart Hamblen
Bob Hames
Butch Hancock
Gerre Hancock
Tommy Hancock
John Handy
John Hardee
Maud Cuney Hare
Roy Hargrove
Everette Harp
Lynn Harrell
Mack Harrell
Peppermint Harris
The Physics of Meaning
Earl Harvin
Gibby Haynes
Cedric Haywood
Roy Head
Chet Helms
Julius Hemphill
Bugs Henderson
Terri Hendrix
Don Henley
Shifty Henry
Walter Herbert 
Casey Hess
Sara Hickman
Johnnie High
Paul & Paula
Dusty Hill
Z. Z. Hill
Tish Hinojosa
Desmond Hoebig
Ernst Hoffmann 
Adolph Hofner
Smokey Hogg
Jennifer Holliday
Buddy Holly
Steve Holy
Lightnin' Hopkins
Johnny Horton
Brad Houser
Frank Huang
Ray Wylie Hubbard
Bill Hughes 
"Joe ""Guitar"" Hughes"
Bobbi Humphrey
Jerry Hunt
Ivory Joe Hunter
Jeff Huskins
Willie Hutch
Clarence Hutchenrider
Walter Hyatt
Paul & Paula
Melvin Jackson
Ronald Shannon Jackson
Illinois Jacquet
Russell Jacquet
Sarah Jaffe
Casey James
Harry James
Blind Lemon Jefferson
Speight Jenkins
Waylon Jennings
Flaco Jiménez
Santiago Jiménez
Joe Tex
Blind Willie Johnson
Budd Johnson
Conrad O. Johnson
David N. Johnson
Eric Johnson
Gus Johnson 
Keg Johnson
Money Johnson
Virgil Johnson 
Willie Neal Johnson & The Gospel Keynotes
Daniel Johnston
Nicholas Jonas
George Jones
Little Hat Jones
Maggie Jones 
Mike Jones 
Norah Jones
Tom Jones 
Janis Joplin
Scott Joplin
Esteban Jordan
Milton Katims
Robert Earl Keen
Peck Kelley
Kent Kennan
King Curtis
Freddie King
Ralph Kirshbaum
Beyoncé Knowles
Solange Knowles
Buddy Knox
Karl Korte
Lili Kraus
Hans Kreissig
K-Rino
Kris Kristofferson
Philip Krumm
Fredell Lack
Eugene Lacritz
Gary Lakes
Alex Lambert
Miranda Lambert
Harold Land
Milt Larkin
Prince Lasha
Melissa Lawson
Lead Belly
Paul Leary
Will Lee 
William Franklin Lee III
Raymond Lewenthal
Vaden Todd Lewis
Willie Lewis
Lil Flip
Mance Lipscomb
Robert Lipsett
Andrew Litton
Lisa Loeb
Alan Lomax
John London
Trini Lopez
Demi Lovato
Lyle Lovett
David Lowery 
LeToya Luckett
Bob Luman
Lunic
Ray Lynch
Machine Gun Kelly 
Michael Madden 
Clif Magness
Martie Maguire
Austin Mahone
Martin Mailman
Lloyd Maines
Natalie Maines
Will Makar
Petronel Malan
Barbara Mandrell
Louise Mandrell
Chris Marion
Tina Marsh
David A. Martin
Mary Martin
Narciso Martínez
Rhema Marvanne
Eduardo Mata
Johnny Mathis
Rich Matteson
Pete Mayes
Sally Mayes
Leon McAuliffe
W. Francis McBeth
Erin McCarley
Delbert McClinton
Mary McCormic
Neal McCoy
David McEnery 
Ray McKinley
Eliza Jane McKissack
Cindy McTee
Meat Loaf
David Meece
Lydia Mendoza
Tift Merritt
Augie Meyers
Liz Mikel
Amos Milburn
Buddy Miles
Frankie Miller 
Jason Miller 
Rhett Miller
Roger Miller
Steve Miller 
Charles Moffett
Bill Moffit
Johnny Moore's Three Blazers
Oscar Moore
Tiny Moore
Whistlin' Alex Moore
Michael Morales 
Jason Moran 
Mike Morgan 
Craig Morris
Harold Morris 
Jay Hunter Morris
Ella Mae Morse
Lacey Mosley
Moon Mullican
Michael Martin Murphey
Kacey Musgraves
Mason Musso
Sam Myers
Johnny Nash
Emilio
Sam Neely
Nelly
Jimmy Nelson 
Steady Nelson
Willie Nelson
Michael Nesmith
Mickey Newbury
David Newman 
Johnny Nicholas
Elena Nikolaidi
John Nitzinger
Timothy Nolen
Darrell Nulisch
Gary P. Nunn
Phil Ochs
W. Lee O'Daniel
O.G. Style
Paul Olefsky
Pauline Oliveros
Roy Orbison
K. T. Oslin
Tommy Overstreet
Buck Owens
Hot Lips Page
Knocky Parker
Dean Parks
Glen Payne
Leon Payne
Maurice Peress
Paul Peress
Chris Pérez
Jay Perez
Jack Petersen 
Marvin Peterson
Ray Peterson
Esther Phillips
Washington Phillips
Buster Pickens
Patrice Pike
Pimp C
Mark Pirro
Harvey Pittel
Mark Powell 
Billy Preston
Johnny Preston
Ray Price 
Sammy Price
Toni Price
Charley Pride
P. J. Proby
Wynne Pyle
Queen Ida
Abraham Quintanilla
Ezra Rachlin
RaeLynn
Gene Ramey
Willis Alan Ramsey
Jon Randall
Mickey Raphael
Tha Realest
Dewey Redman
Goebel Reeves
Jim Reeves
Claire Raphael Reis
Max Reiter
Nicolà Rescigno
Timothy Rhea
John Rich 
The Big Bopper
Jim Riggs
Jeannie C. Riley
LeAnn Rimes
Cowboy Slim Rinehart
Tex Ritter
Rudy Robbins
LaTavia Roberson
Eck Robertson
Don Robey
Hal Robinson
Sharon Robinson 
Emily Robison
Jimmie Rodgers 
Carrie Rodriguez
Danny Rodriguez
David Rodriguez 
Johnny Rodriguez
Omar Rodríguez-López
Robert Xavier Rodriguez
Kenny Rogers
